age,revenus,situation_familiale,anciennete_emploi,duree_credit,montant_credit,taux_endettement,nombre_enfants,score_banque,historique_paiement,appetence_conso,appetence_immo,score_appetence,observations_forces,observations_faiblesses
54,14472,0,7,248,110351,0.23,0,456,1,,,0.49,Taux endettement Faible (0); Age Élevé (54),N/A
30,33952,2,20,347,195426,0.14,2,529,0,,,0.43,Taux endettement Faible (0),Age Faible (30)
53,15055,1,15,182,27942,0.2,3,560,1,,,0.49,Taux endettement Faible (0); Age Élevé (53),N/A
48,34508,2,15,135,464154,0.35,3,620,1,,,0.48,Taux endettement Faible (0); Age Élevé (48),N/A
19,17676,1,18,150,11722,0.15,1,426,1,,,0.37,Taux endettement Faible (0),Age Faible (19)
33,30192,2,24,88,440036,0.16,1,327,0,,,0.46,Taux endettement Faible (0),Age Faible (33)
26,29722,2,14,93,470403,0.04,4,809,1,,,0.38,Taux endettement Faible (0),Age Faible (26)
26,12446,1,6,25,270769,0.86,2,527,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (26)
55,9725,0,4,235,490358,0.22,0,840,1,,,0.53,Taux endettement Faible (0); Age Élevé (55),N/A
28,25061,1,22,131,437762,0.82,3,478,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (28)
39,27671,1,10,359,468246,0.44,4,587,1,,,0.44,Taux endettement Faible (0),Age Faible (39)
50,6409,1,9,56,401529,0.63,2,793,1,,,0.54,Age Élevé (50),Taux endettement Élevé (1)
53,13205,1,24,93,76219,0.08,1,564,1,,,0.41,Taux endettement Faible (0); Age Élevé (53),N/A
62,21365,1,20,175,379919,0.58,2,766,0,,,0.5,Age Élevé (62),Taux endettement Élevé (1)
40,5256,2,22,68,266246,0.29,4,694,1,,,0.58,Taux endettement Faible (0),Age Faible (40)
62,20704,2,8,94,421610,0.1,0,731,0,,,0.36,Taux endettement Faible (0); Age Élevé (62),N/A
62,34902,0,0,194,461775,0.91,1,734,0,,,0.48,Age Élevé (62),Taux endettement Élevé (1)
51,6195,0,19,195,449921,0.6,1,687,0,,,0.56,Age Élevé (51),Taux endettement Élevé (1)
26,39012,1,0,94,487718,0.24,0,836,0,,,0.42,Taux endettement Faible (0),Age Faible (26)
41,16415,0,7,353,429685,0.42,1,444,0,,,0.44,Taux endettement Faible (0),Age Faible (41)
25,26686,0,2,337,346185,0.36,4,474,1,,,0.42,Taux endettement Faible (0),Age Faible (25)
24,16662,1,1,31,115747,0.7,1,819,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (24)
53,33743,2,3,181,333482,0.61,3,613,0,,,0.57,Age Élevé (53),Taux endettement Élevé (1)
35,37161,2,18,269,15492,0.02,2,428,0,,,0.35,Taux endettement Faible (0),Age Faible (35)
20,7402,0,10,47,420043,0.2,4,813,1,,,0.45,Taux endettement Faible (0),Age Faible (20)
45,18275,2,4,124,126359,0.48,0,309,1,,,0.46,Taux endettement Faible (0); Age Élevé (45),N/A
23,33182,2,23,174,168564,0.45,4,646,1,,,0.39,Taux endettement Faible (0),Age Faible (23)
61,19915,0,9,113,209874,0.52,3,416,0,,,0.51,Age Élevé (61),Taux endettement Élevé (1)
61,5909,1,23,152,212517,0.71,1,710,1,,,0.56,Age Élevé (61),Taux endettement Élevé (1)
38,5372,0,22,181,153941,0.68,1,696,1,,,0.58,N/A,Taux endettement Élevé (1); Age Faible (38)
45,27620,0,7,194,180854,0.37,4,310,0,,,0.44,Taux endettement Faible (0); Age Élevé (45),N/A
57,39112,0,12,165,425079,0.88,1,697,0,,,0.54,Age Élevé (57),Taux endettement Élevé (1)
18,13515,1,4,307,203059,0.06,1,392,1,,,0.46,Taux endettement Faible (0),Age Faible (18)
53,7431,1,11,353,447271,0.58,3,401,1,,,0.59,Age Élevé (53),Taux endettement Élevé (1)
38,26054,1,12,79,214427,0.95,0,397,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (38)
60,37624,1,21,357,301280,0.55,2,581,1,,,0.5,Age Élevé (60),Taux endettement Élevé (1)
52,15585,0,7,23,391973,0.46,4,720,1,,,0.52,Taux endettement Faible (0); Age Élevé (52),N/A
30,36958,2,14,145,286981,0.13,0,663,1,,,0.41,Taux endettement Faible (0),Age Faible (30)
66,6695,0,12,120,85592,0.81,2,510,1,,,0.48,Age Élevé (66),Taux endettement Élevé (1)
27,39675,1,0,333,403931,0.37,0,807,1,,,0.41,Taux endettement Faible (0),Age Faible (27)
61,38787,2,21,230,158347,0.7,4,375,0,,,0.5,Age Élevé (61),Taux endettement Élevé (1)
64,6403,0,5,51,30191,0.2,3,622,1,,,0.5,Taux endettement Faible (0); Age Élevé (64),N/A
27,22810,2,10,43,485636,0.04,3,751,1,,,0.38,Taux endettement Faible (0),Age Faible (27)
63,13855,1,12,211,332270,0.31,3,317,0,,,0.44,Taux endettement Faible (0); Age Élevé (63),N/A
30,15839,2,20,14,455008,0.28,0,590,1,,,0.41,Taux endettement Faible (0),Age Faible (30)
54,5010,2,19,258,252070,0.87,4,497,1,,,0.59,Age Élevé (54),Taux endettement Élevé (1)
55,14230,1,0,113,265305,0.86,1,461,0,,,0.51,Age Élevé (55),Taux endettement Élevé (1)
41,34256,2,10,103,281038,0.53,1,716,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (41)
19,30651,0,10,280,356397,0.02,3,683,1,,,0.34,Taux endettement Faible (0),Age Faible (19)
39,37383,2,7,76,94114,0.23,0,499,0,,,0.42,Taux endettement Faible (0),Age Faible (39)
34,18662,0,21,44,33321,0.64,1,797,1,,,0.51,N/A,Taux endettement Élevé (1); Age Faible (34)
53,18739,2,2,303,118505,0.1,0,342,1,,,0.38,Taux endettement Faible (0); Age Élevé (53),N/A
31,6789,2,18,95,34959,0.7,4,381,0,,,0.53,N/A,Taux endettement Élevé (1); Age Faible (31)
27,24420,1,11,224,413731,0.01,3,838,0,,,0.38,Taux endettement Faible (0),Age Faible (27)
52,28761,1,5,112,477829,0.68,2,603,1,,,0.55,Age Élevé (52),Taux endettement Élevé (1)
42,22357,0,22,101,75196,0.84,3,880,1,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (42)
20,16317,1,7,37,162515,0.47,2,498,1,,,0.36,Taux endettement Faible (0),Age Faible (20)
64,26534,1,4,131,194622,0.83,1,705,0,,,0.47,Age Élevé (64),Taux endettement Élevé (1)
55,30734,1,9,152,479195,0.78,2,726,0,,,0.53,Age Élevé (55),Taux endettement Élevé (1)
34,37872,1,21,285,178280,0.67,0,760,1,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (34)
29,12689,1,15,29,142855,0.45,2,779,1,,,0.43,Taux endettement Faible (0),Age Faible (29)
69,8567,0,11,214,88649,0.27,1,423,1,,,0.49,Taux endettement Faible (0); Age Élevé (69),N/A
41,25732,0,16,125,343065,0.86,1,827,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (41)
46,25774,1,5,279,148054,0.65,3,825,1,,,0.51,Age Élevé (46),Taux endettement Élevé (1)
60,28195,1,8,145,373031,0.8,1,338,1,,,0.47,Age Élevé (60),Taux endettement Élevé (1)
42,27257,0,9,302,249297,0.55,0,498,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (42)
53,9394,2,19,348,482159,0.17,2,407,1,,,0.55,Taux endettement Faible (0); Age Élevé (53),N/A
43,27228,0,13,87,287460,0.98,4,567,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (43)
55,17388,2,13,213,493590,0.18,1,652,0,,,0.48,Taux endettement Faible (0); Age Élevé (55),N/A
18,16319,1,16,38,495959,0.91,2,610,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (18)
37,11475,1,24,29,385796,0.21,3,689,1,,,0.44,Taux endettement Faible (0),Age Faible (37)
45,36555,0,15,66,497154,0.37,4,339,1,,,0.44,Taux endettement Faible (0); Age Élevé (45),N/A
33,23158,1,3,316,471182,0.44,3,880,0,,,0.45,Taux endettement Faible (0),Age Faible (33)
64,19728,2,1,194,130357,0.92,0,451,0,,,0.48,Age Élevé (64),Taux endettement Élevé (1)
34,34545,2,15,89,115364,0.89,3,486,0,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (34)
57,36100,0,0,230,275080,0.82,2,729,0,,,0.5,Age Élevé (57),Taux endettement Élevé (1)
45,21150,2,2,173,349544,0.38,4,756,1,,,0.44,Taux endettement Faible (0); Age Élevé (45),N/A
29,38214,0,22,191,231723,0.0,3,526,1,,,0.32,Taux endettement Faible (0),Age Faible (29)
44,37876,0,10,77,84843,0.68,3,727,0,,,0.5,Age Élevé (44),Taux endettement Élevé (1)
59,8239,2,15,79,278853,0.41,0,503,1,,,0.51,Taux endettement Faible (0); Age Élevé (59),N/A
64,35615,2,17,346,236462,0.76,2,417,1,,,0.48,Age Élevé (64),Taux endettement Élevé (1)
47,18746,2,14,158,292851,0.79,3,693,1,,,0.45,Age Élevé (47),Taux endettement Élevé (1)
58,25921,2,8,101,49384,0.44,2,521,0,,,0.47,Taux endettement Faible (0); Age Élevé (58),N/A
51,27745,2,11,58,307331,0.75,1,362,0,,,0.5,Age Élevé (51),Taux endettement Élevé (1)
54,6245,2,17,179,339079,0.84,0,695,1,,,0.54,Age Élevé (54),Taux endettement Élevé (1)
23,29853,2,4,115,52536,0.93,0,304,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (23)
24,32632,1,23,321,388916,0.58,0,633,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (24)
49,17856,0,7,56,427404,0.78,2,591,0,,,0.49,Age Élevé (49),Taux endettement Élevé (1)
49,10105,0,2,258,286389,0.49,3,807,1,,,0.51,Taux endettement Faible (0); Age Élevé (49),N/A
42,7513,2,1,78,383426,0.04,3,444,1,,,0.36,Taux endettement Faible (0),Age Faible (42)
50,7801,0,24,217,229979,0.16,2,458,1,,,0.53,Taux endettement Faible (0); Age Élevé (50),N/A
24,37345,2,18,217,384884,0.13,2,310,0,,,0.45,Taux endettement Faible (0),Age Faible (24)
69,18895,1,7,256,42286,0.17,1,368,0,,,0.41,Taux endettement Faible (0); Age Élevé (69),N/A
29,13221,0,1,173,490445,0.01,4,843,1,,,0.35,Taux endettement Faible (0),Age Faible (29)
33,11038,0,18,268,175375,0.86,4,501,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (33)
33,37031,1,0,336,227745,0.56,0,565,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (33)
60,20082,1,21,235,182121,0.38,3,407,0,,,0.46,Taux endettement Faible (0); Age Élevé (60),N/A
53,19648,1,12,244,353045,0.41,0,353,0,,,0.51,Taux endettement Faible (0); Age Élevé (53),N/A
30,5364,0,22,280,197272,0.46,3,637,1,,,0.56,Taux endettement Faible (0),Age Faible (30)
24,39568,0,19,148,351130,0.07,3,489,1,,,0.46,Taux endettement Faible (0),Age Faible (24)
53,19110,1,16,75,79726,0.27,1,538,0,,,0.48,Taux endettement Faible (0); Age Élevé (53),N/A
64,10958,1,2,317,388486,0.85,2,642,1,,,0.48,Age Élevé (64),Taux endettement Élevé (1)
68,14096,1,8,179,183933,0.74,2,590,1,,,0.43,Age Élevé (68),Taux endettement Élevé (1)
26,12436,1,4,341,184711,0.56,2,622,1,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (26)
49,26177,1,5,114,296081,0.48,4,620,0,,,0.51,Taux endettement Faible (0); Age Élevé (49),N/A
28,31754,2,3,208,200586,0.26,2,341,1,,,0.41,Taux endettement Faible (0),Age Faible (28)
25,29544,1,16,190,476204,0.47,4,497,0,,,0.43,Taux endettement Faible (0),Age Faible (25)
50,17638,2,20,296,395389,0.6,0,583,1,,,0.53,Age Élevé (50),Taux endettement Élevé (1)
40,5179,0,20,333,276104,0.71,4,481,1,,,0.57,N/A,Taux endettement Élevé (1); Age Faible (40)
42,8873,0,20,97,311746,0.17,3,310,1,,,0.49,Taux endettement Faible (0),Age Faible (42)
25,22570,2,15,264,498937,0.81,1,741,1,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (25)
62,22157,1,15,327,151636,0.35,1,723,0,,,0.44,Taux endettement Faible (0); Age Élevé (62),N/A
39,9460,0,21,211,337677,0.5,3,799,1,,,0.47,Taux endettement Faible (0),Age Faible (39)
21,5352,1,10,57,319654,0.61,0,687,1,,,0.52,N/A,Taux endettement Élevé (1); Age Faible (21)
57,26586,1,1,354,277235,0.49,1,875,1,,,0.5,Taux endettement Faible (0); Age Élevé (57),N/A
20,10344,2,16,186,72335,0.57,3,753,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (20)
46,9507,0,14,308,433735,0.11,1,894,1,,,0.42,Taux endettement Faible (0); Age Élevé (46),N/A
58,37885,0,17,8,406926,0.43,4,301,0,,,0.48,Taux endettement Faible (0); Age Élevé (58),N/A
46,21865,2,9,89,73564,0.28,1,541,0,,,0.45,Taux endettement Faible (0); Age Élevé (46),N/A
51,32213,1,5,219,139257,0.09,4,359,0,,,0.37,Taux endettement Faible (0); Age Élevé (51),N/A
51,9477,1,20,39,125517,0.19,4,667,0,,,0.51,Taux endettement Faible (0); Age Élevé (51),N/A
45,11533,0,15,55,69977,0.6,1,339,1,,,0.48,Age Élevé (45),Taux endettement Élevé (1)
30,28396,2,4,294,114931,0.2,1,614,0,,,0.43,Taux endettement Faible (0),Age Faible (30)
32,17755,2,11,334,468191,0.18,4,856,0,,,0.46,Taux endettement Faible (0),Age Faible (32)
40,5865,1,5,264,460830,0.55,1,597,1,,,0.59,N/A,Taux endettement Élevé (1); Age Faible (40)
61,16173,1,13,263,280132,0.9,0,749,0,,,0.5,Age Élevé (61),Taux endettement Élevé (1)
43,38371,2,22,277,176826,0.79,2,694,0,,,0.43,N/A,Taux endettement Élevé (1); Age Faible (43)
21,16254,0,15,187,365794,0.91,2,861,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (21)
43,9018,1,24,38,268516,0.58,3,387,0,,,0.55,N/A,Taux endettement Élevé (1); Age Faible (43)
57,10192,2,6,270,295218,0.41,2,832,0,,,0.48,Taux endettement Faible (0); Age Élevé (57),N/A
26,7015,2,1,318,293342,0.73,0,687,0,,,0.53,N/A,Taux endettement Élevé (1); Age Faible (26)
22,8380,2,5,45,348189,0.26,2,680,0,,,0.41,Taux endettement Faible (0),Age Faible (22)
49,33343,0,8,313,166252,0.08,2,854,1,,,0.39,Taux endettement Faible (0); Age Élevé (49),N/A
37,8770,1,6,215,58068,0.34,0,730,0,,,0.47,Taux endettement Faible (0),Age Faible (37)
67,10829,1,1,277,120969,0.3,4,834,1,,,0.44,Taux endettement Faible (0); Age Élevé (67),N/A
28,39381,1,18,141,26560,0.68,2,515,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (28)
32,20545,0,7,92,183746,0.55,3,576,1,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (32)
49,23263,1,10,65,337296,0.14,2,493,1,,,0.44,Taux endettement Faible (0); Age Élevé (49),N/A
45,30675,1,24,169,133516,0.91,2,478,0,,,0.46,Age Élevé (45),Taux endettement Élevé (1)
39,30362,1,3,8,180010,0.59,0,442,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (39)
58,5148,1,15,20,307535,0.46,0,837,0,,,0.54,Taux endettement Faible (0); Age Élevé (58),N/A
34,6754,0,24,107,300875,0.94,3,517,1,,,0.51,N/A,Taux endettement Élevé (1); Age Faible (34)
43,31745,2,17,260,356842,0.1,1,810,1,,,0.35,Taux endettement Faible (0),Age Faible (43)
61,12378,2,12,230,386024,0.79,0,358,1,,,0.47,Age Élevé (61),Taux endettement Élevé (1)
24,25140,1,4,215,128440,0.36,1,645,0,,,0.39,Taux endettement Faible (0),Age Faible (24)
59,14371,1,1,28,428452,0.7,3,856,0,,,0.49,Age Élevé (59),Taux endettement Élevé (1)
43,31999,1,10,240,440349,0.93,2,718,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (43)
42,17779,0,0,136,217987,0.52,2,523,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (42)
27,36075,1,12,163,14340,0.02,1,649,0,,,0.38,Taux endettement Faible (0),Age Faible (27)
62,35697,0,4,178,80291,0.03,3,376,0,,,0.34,Taux endettement Faible (0); Age Élevé (62),N/A
36,14795,1,17,22,58731,0.33,3,898,1,,,0.43,Taux endettement Faible (0),Age Faible (36)
28,9218,1,13,319,198500,0.78,0,507,1,,,0.53,N/A,Taux endettement Élevé (1); Age Faible (28)
30,16672,2,12,190,324966,0.29,1,458,0,,,0.4,Taux endettement Faible (0),Age Faible (30)
25,36042,1,6,339,314010,0.33,0,823,1,,,0.41,Taux endettement Faible (0),Age Faible (25)
57,16009,0,7,189,386439,0.78,1,524,0,,,0.52,Age Élevé (57),Taux endettement Élevé (1)
21,24544,2,17,148,226513,0.12,0,657,1,,,0.4,Taux endettement Faible (0),Age Faible (21)
64,34381,0,6,49,224867,0.85,0,683,0,,,0.48,Age Élevé (64),Taux endettement Élevé (1)
48,30287,2,19,17,368935,0.27,3,843,0,,,0.46,Taux endettement Faible (0); Age Élevé (48),N/A
45,7586,0,16,13,112262,0.05,3,865,0,,,0.45,Taux endettement Faible (0); Age Élevé (45),N/A
28,7648,2,15,85,241512,0.12,2,803,1,,,0.46,Taux endettement Faible (0),Age Faible (28)
60,23101,0,10,302,250164,0.95,2,749,0,,,0.5,Age Élevé (60),Taux endettement Élevé (1)
18,26692,0,18,167,313957,0.45,3,541,1,,,0.36,Taux endettement Faible (0),Age Faible (18)
66,12407,1,0,307,469258,0.26,3,668,0,,,0.48,Taux endettement Faible (0); Age Élevé (66),N/A
64,22254,2,20,221,215207,0.52,0,770,1,,,0.52,Age Élevé (64),Taux endettement Élevé (1)
69,20234,2,7,253,490526,0.68,2,587,1,,,0.45,Age Élevé (69),Taux endettement Élevé (1)
55,27211,1,0,34,411931,0.32,3,698,0,,,0.47,Taux endettement Faible (0); Age Élevé (55),N/A
41,34480,0,8,277,490749,0.73,1,403,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (41)
64,29846,0,18,138,459118,0.25,1,610,0,,,0.47,Taux endettement Faible (0); Age Élevé (64),N/A
48,20321,2,20,10,111354,0.11,2,426,1,,,0.39,Taux endettement Faible (0); Age Élevé (48),N/A
58,17646,0,8,249,286927,0.55,1,339,0,,,0.52,Age Élevé (58),Taux endettement Élevé (1)
63,27117,2,20,35,237870,0.15,0,371,0,,,0.39,Taux endettement Faible (0); Age Élevé (63),N/A
67,9893,2,24,122,361156,0.94,2,546,1,,,0.41,Age Élevé (67),Taux endettement Élevé (1)
43,14476,0,9,183,340077,0.0,3,546,1,,,0.28,Taux endettement Faible (0),Age Faible (43)
66,22270,0,23,266,312824,0.76,1,611,1,,,0.48,Age Élevé (66),Taux endettement Élevé (1)
67,26702,0,22,240,234083,0.28,0,333,0,,,0.45,Taux endettement Faible (0); Age Élevé (67),N/A
22,9382,1,10,146,395351,0.85,3,428,0,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (22)
37,6785,2,0,310,69179,0.06,4,309,0,,,0.44,Taux endettement Faible (0),Age Faible (37)
69,16735,0,19,350,371757,0.95,0,467,0,,,0.48,Age Élevé (69),Taux endettement Élevé (1)
58,35177,1,24,55,312114,0.1,1,515,1,,,0.38,Taux endettement Faible (0); Age Élevé (58),N/A
28,35712,0,7,275,476452,0.79,0,707,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (28)
50,21679,2,19,113,14718,0.52,4,825,1,,,0.54,Age Élevé (50),Taux endettement Élevé (1)
67,22064,1,11,51,430327,0.43,4,317,0,,,0.46,Taux endettement Faible (0); Age Élevé (67),N/A
55,35563,2,0,87,441934,0.28,0,639,1,,,0.48,Taux endettement Faible (0); Age Élevé (55),N/A
44,38092,0,9,131,347913,0.84,3,867,0,,,0.45,Age Élevé (44),Taux endettement Élevé (1)
51,31867,0,3,89,89707,0.2,3,389,1,,,0.45,Taux endettement Faible (0); Age Élevé (51),N/A
32,38754,0,14,295,151798,0.72,4,584,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (32)
49,24502,1,18,76,364448,0.45,2,833,0,,,0.5,Taux endettement Faible (0); Age Élevé (49),N/A
38,5760,1,5,180,271643,1.0,2,566,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (38)
63,29142,1,4,321,27139,0.61,3,732,1,,,0.51,Age Élevé (63),Taux endettement Élevé (1)
22,22290,1,4,335,272129,0.1,2,351,0,,,0.41,Taux endettement Faible (0),Age Faible (22)
23,10499,0,17,342,206753,0.42,3,366,1,,,0.38,Taux endettement Faible (0),Age Faible (23)
55,5364,0,2,359,129804,0.07,1,896,0,,,0.58,Taux endettement Faible (0); Age Élevé (55),N/A
39,24797,0,21,96,54782,0.29,3,549,1,,,0.4,Taux endettement Faible (0),Age Faible (39)
35,37535,1,1,356,29958,0.34,1,630,1,,,0.43,Taux endettement Faible (0),Age Faible (35)
31,21105,1,3,254,232811,0.85,4,714,0,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (31)
27,12939,0,17,137,162379,0.84,2,422,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (27)
63,18936,0,8,174,113026,0.01,4,501,0,,,0.3,Taux endettement Faible (0); Age Élevé (63),N/A
30,20863,1,18,65,341278,0.53,0,305,1,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (30)
48,17561,2,9,342,285727,0.22,0,785,1,,,0.47,Taux endettement Faible (0); Age Élevé (48),N/A
47,15447,0,21,246,254245,0.32,4,498,0,,,0.44,Taux endettement Faible (0); Age Élevé (47),N/A
20,35624,0,14,195,289157,0.02,3,312,0,,,0.36,Taux endettement Faible (0),Age Faible (20)
47,17411,0,0,345,320128,0.75,3,305,0,,,0.48,Age Élevé (47),Taux endettement Élevé (1)
23,24465,1,10,286,250734,0.95,2,710,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (23)
46,24642,0,13,237,131246,0.22,4,420,1,,,0.46,Taux endettement Faible (0); Age Élevé (46),N/A
25,36262,0,9,294,185946,0.34,0,856,1,,,0.42,Taux endettement Faible (0),Age Faible (25)
61,35363,0,18,280,443413,0.21,4,661,0,,,0.46,Taux endettement Faible (0); Age Élevé (61),N/A
62,7107,0,23,318,139110,0.93,4,837,0,,,0.5,Age Élevé (62),Taux endettement Élevé (1)
60,12928,0,20,20,19096,0.01,2,303,1,,,0.32,Taux endettement Faible (0); Age Élevé (60),N/A
61,24317,2,15,46,212163,0.58,3,583,1,,,0.51,Age Élevé (61),Taux endettement Élevé (1)
50,30017,2,7,213,83533,0.87,0,658,1,,,0.52,Age Élevé (50),Taux endettement Élevé (1)
34,18528,0,1,65,217417,0.19,2,581,1,,,0.46,Taux endettement Faible (0),Age Faible (34)
65,18313,0,22,245,496117,0.59,0,648,1,,,0.51,Age Élevé (65),Taux endettement Élevé (1)
28,6559,0,24,101,386939,0.05,0,329,1,,,0.43,Taux endettement Faible (0),Age Faible (28)
30,20167,0,6,283,297762,0.81,3,816,0,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (30)
67,20343,1,18,165,232572,0.27,3,673,0,,,0.45,Taux endettement Faible (0); Age Élevé (67),N/A
28,12523,1,6,287,19868,0.99,2,423,1,,,0.49,N/A,Taux endettement Élevé (1); Age Faible (28)
48,33439,1,14,214,294026,0.92,1,745,0,,,0.51,Age Élevé (48),Taux endettement Élevé (1)
45,20524,2,7,138,423855,0.73,2,693,0,,,0.46,Age Élevé (45),Taux endettement Élevé (1)
61,18285,0,13,102,178035,0.5,2,355,1,,,0.49,Taux endettement Faible (0); Age Élevé (61),N/A
23,15973,1,0,224,378904,0.77,1,431,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (23)
58,27694,0,12,76,374269,0.13,0,421,0,,,0.41,Taux endettement Faible (0); Age Élevé (58),N/A
33,9302,0,2,279,397821,0.31,4,501,1,,,0.49,Taux endettement Faible (0),Age Faible (33)
21,27391,2,20,356,463680,0.03,1,564,1,,,0.37,Taux endettement Faible (0),Age Faible (21)
52,9611,2,5,139,256436,0.65,4,857,0,,,0.58,Age Élevé (52),Taux endettement Élevé (1)
65,14372,1,18,71,170542,0.81,0,339,0,,,0.46,Age Élevé (65),Taux endettement Élevé (1)
43,29312,1,14,132,382126,0.95,1,878,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (43)
29,19080,2,3,210,80714,0.69,3,412,1,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (29)
28,20082,2,20,303,204742,0.73,2,638,0,,,0.47,N/A,Taux endettement Élevé (1); Age Faible (28)
54,35677,0,2,122,217506,0.9,1,361,1,,,0.53,Age Élevé (54),Taux endettement Élevé (1)
42,25874,0,3,272,343246,0.94,1,526,1,,,0.44,N/A,Taux endettement Élevé (1); Age Faible (42)
35,13378,1,4,287,161425,0.49,0,473,0,,,0.44,Taux endettement Faible (0),Age Faible (35)
36,6597,1,17,154,441404,0.11,3,433,0,,,0.43,Taux endettement Faible (0),Age Faible (36)
40,16600,2,24,199,305519,0.47,1,584,1,,,0.46,Taux endettement Faible (0),Age Faible (40)
55,8747,1,9,173,343354,0.56,3,407,1,,,0.55,Age Élevé (55),Taux endettement Élevé (1)
35,18879,0,7,317,163344,0.63,4,442,1,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (35)
43,18017,2,11,184,424932,0.99,1,868,1,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (43)
23,29815,0,21,153,361420,0.92,3,593,0,,,0.48,N/A,Taux endettement Élevé (1); Age Faible (23)
21,23964,2,2,62,360850,0.4,2,576,0,,,0.37,Taux endettement Faible (0),Age Faible (21)
61,33812,2,17,10,176234,0.11,0,791,0,,,0.4,Taux endettement Faible (0); Age Élevé (61),N/A
68,29714,0,22,19,479803,0.21,3,862,0,,,0.41,Taux endettement Faible (0); Age Élevé (68),N/A
46,23890,1,7,285,83606,0.17,0,770,1,,,0.42,Taux endettement Faible (0); Age Élevé (46),N/A
51,9725,1,0,329,432688,0.36,1,575,1,,,0.48,Taux endettement Faible (0); Age Élevé (51),N/A
34,25684,1,13,309,199576,0.88,1,533,0,,,0.5,N/A,Taux endettement Élevé (1); Age Faible (34)
60,31325,1,21,221,129837,0.44,4,541,0,,,0.46,Taux endettement Faible (0); Age Élevé (60),N/A
60,37542,0,22,180,196513,0.57,0,557,1,,,0.5,Age Élevé (60),Taux endettement Élevé (1)
33,18092,2,12,321,380487,0.18,2,331,1,,,0.47,Taux endettement Faible (0),Age Faible (33)
19,35382,0,24,8,71401,0.49,2,666,1,,,0.35,Taux endettement Faible (0),Age Faible (19)
51,30457,1,11,142,330979,0.87,3,647,0,,,0.51,Age Élevé (51),Taux endettement Élevé (1)
25,11131,1,2,105,329080,0.77,2,431,0,,,0.46,N/A,Taux endettement Élevé (1); Age Faible (25)
30,30215,0,17,88,489734,0.08,0,667,1,,,0.4,Taux endettement Faible (0),Age Faible (30)
59,17612,2,20,285,172590,0.86,1,564,0,,,0.5,Age Élevé (59),Taux endettement Élevé (1)
25,18091,0,12,137,226007,0.27,0,514,1,,,0.42,Taux endettement Faible (0),Age Faible (25)
47,34759,0,14,6,195534,0.67,0,514,0,,,0.52,Age Élevé (47),Taux endettement Élevé (1)
49,5559,0,9,121,399590,0.15,1,581,1,,,0.54,Taux endettement Faible (0); Age Élevé (49),N/A
53,5713,2,0,207,168385,0.67,0,829,0,,,0.57,Age Élevé (53),Taux endettement Élevé (1)
64,20184,0,5,145,400488,0.04,2,301,1,,,0.35,Taux endettement Faible (0); Age Élevé (64),N/A
47,20261,0,8,151,288254,0.6,3,812,0,,,0.51,Age Élevé (47),Taux endettement Élevé (1)
18,25372,1,9,271,438032,0.65,3,763,1,,,0.45,N/A,Taux endettement Élevé (1); Age Faible (18)
